Year,Country,Artist,Title,Place F,Points F,Place SF1,Points SF1,Place SF2,Points SF2
2014,Ukraine,Mariya Yaremchuk,Tick - Tock,6,113,5,118,,
2014,United Kingdom,Molly,Children of the Universe,17,40,,,,
2015,Albania,Elhaida Dani,I'm Alive,17,34,10,62,,
2015,Armenia,Genealogy,Face The Shadow,16,34,7,77,,
2015,Australia,Guy Sebastian,Tonight Again,5,196,,,,
2015,Austria,The Makemakes,I Am Yours,26,0,,,,
2015,Azerbaijan,Elnur Huseynov,Hour Of The Wolf,12,49,,,10,53
2015,Belarus,Uzari&Maimuna,Time,,,12,39,,
2015,Belgium,Loic Nottet,Rhythm Inside,4,217,2,149,,
2015,Cyprus,John Karayiannis,One Thing I Should Have Done,22,11,,,6,87
2015,Czech Republic,Marta Jandova and Vaclav Noid Barta,Hope Never Dies,,,,,13,33
2015,Denmark,Anti Social Media,The Way You Are,,,13,33,,
2015,Estonia,Elina Born & Stig Rasta,Goodbye To Yesterday,7,106,3,105,,
2015,Finland,Pertti Kurikan Nimipaivat,Aina Mun Pitaa,,,16,13,,
2015,France,Lisa Angell,N'oubliez Pas,25,4,,,,
2015,Georgia,Nina Sublatti,Warrior,11,51,4,98,,
2015,Germany,Ann Sophie,Black Smoke,27,0,,,,
2015,Greece,Maria Elena Kyriakou,One Last Breath,19,23,6,81,,
2015,Hungary,Boogie,Wars For Nothing,20,19,8,67,,
2015,Iceland,Maria Olafs,Unbroken,,,,,15,14
2015,Ireland,Molly Sterling,Playing With Numbers,,,,,12,35
2015,Israel,Nadav Guedj,Golden Boy,9,97,,,3,151
2015,Italy,Il Volo,Grande Amore,3,292,,,,
2015,Latvia,Aminata,Love Injected,6,186,,,2,155
2015,Lithuania,Monika Linkyte and Vaidas Baumila,This Time,18,30,,,7,67
2015,Malta,Amber,Warrior,,,,,11,43
2015,Moldova,Eduard Romanyuta,I Want Your Love,,,11,41,,
2015,Montenegro,Knez,Adio,13,44,,,9,57
2015,Netherlands,Trijntje Oosterhuis,Walk Along,,,14,33,,
2015,North Macedonia,Daniel Kajmakoski,Autumn Leaves,,,15,28,,
2015,Norway,Morland & Debrah Scarlett,A Monster Like Me,8,102,,,4,123
2015,Poland,Monika Kuszynska,In The Name Of Love,23,10,,,8,57
2015,Portugal,Leonor Andrade,Ha Um Mar Que Nos Separa,,,,,14,19
2015,Romania,Voltaj,De La Capat / All Over Again,15,35,5,89,,
2015,Russia,Polina Gagarina,A Million Voices,2,303,1,182,,
2015,San Marino,Anita Simoncini & Michele Perniola,Chain Of Lights,,,,,16,11
2015,Serbia,Bojana Stamenov,Beauty Never Lies,10,53,9,63,,
2015,Slovenia,Maraaya,Here For You,14,39,,,5,92
2015,Spain,Edurne,Amanecer,21,15,,,,
2015,Sweden,Mans Zelmerlow,Heroes,1,365,,,1,217
2015,Switzerland,Melanie Rene,Time To Shine,,,,,17,4
2015,United Kingdom,Electro Velvet,Still In Love With You,24,5,,,,
2016,Albania,Eneda Tarifa,Fairytale,,,,,16,45
2016,Armenia,Iveta Mukuchyan,LoveWave,7,249,2,243,,
2016,Australia,Dami Im,Sound Of Silence,2,511,,,1,330
2016,Austria,ZOE,Loin d'ici,13,151,7,170,,
2016,Azerbaijan,Samra,Miracle,17,117,6,185,,
2016,Belarus,IVAN,Help You Fly,,,,,12,84
2016,Belgium,Laura Tesoro,What's The Pressure,10,181,,,3,274
2016,Bosnia & Herzegovina,Dalal & Deen feat. Ana Rucner and Jala,Ljubav Je,,,11,104,,
2016,Bulgaria,Poli Genova,If Love Was A Crime,4,307,,,5,220
2016,Croatia,Nina Kraljic,Lighthouse,23,73,10,133,,
2016,Cyprus,Minus One,Alter Ego,21,96,8,164,,
2016,Czech Republic,Gabriela Guncikova,I Stand,25,41,9,161,,
2016,Denmark,Lighthouse X,Soldiers Of Love,,,,,17,34
2016,Estonia,Juri Pootsmann,Play,,,18,24,,
2016,Finland,Sandhja,Sing It Away,,,15,51,,
2016,France,Amir,J'ai cherche,6,257,,,,
2016,Georgia,Nika Kocharov and Young Georgian Lolitaz,Midnight Gold,20,104,,,9,123
2016,Germany,Jamie-Lee,Ghost,26,11,,,,
2016,Greece,Argo,Utopian Land,,,16,44,,
2016,Hungary,Freddie,Pioneer,19,108,4,197,,
2016,Iceland,Greta Salome,Hear Them Calling,,,14,51,,
2016,Ireland,Nicky Byrne,Sunlight,,,,,15,46
2016,Israel,Hovi Star,Made Of Stars,14,135,,,7,147
2016,Italy,Francesca Michielin,No Degree Of Separation,16,124,,,,
2016,Latvia,Justs,Heartbeat,15,132,,,8,132
2016,Lithuania,Donny Montell,I've Been Waiting For This Night,9,200,,,4,222
2016,Malta,Ira Losco,Walk On Walter,12,153,3,209,,
2016,Moldova,Lidia Isac,Falling Stars,,,17,33,,
2016,Montenegro,Highway,The Real Thing,,,13,60,,
2016,Netherlands,Douwe Bob,Slow Down,11,153,5,197,,
2016,North Macedonia,Kaliopi,Dona,,,,,11,88
2016,Norway,Agnete,Icebreaker,,,,,13,63
2016,Poland,Michal Szpak,Color Of Your Life,8,229,,,6,151
2016,Russia,Sergey Lazarev,You Are The Only One,3,491,1,342,,
2016,San Marino,Serhat,I Didn't Know,,,12,68,,
2016,Serbia,Sanja Vucic ZAA,Goodbye (Shelter),18,115,,,10,105
2016,Slovenia,ManuElla,Blue And Red,,,,,14,57
2016,Spain,Barei,Say Yay!,22,77,,,,
2016,Sweden,Frans,If I Were Sorry,5,261,,,,
2016,Switzerland,Rykka,The Last Of Our Kind,,,,,18,28
2016,Ukraine,Jamala,1944,1,534,,,2,287
2016,United Kingdom,Joe and Jake,You're Not Alone,24,62,,,,
2017,Albania,Lindita,World,,,14,76,,
2017,Armenia,Artsvik,Fly With Me,18,79,7,152,,
2017,Australia,Isaiah,Don't Come Easy,9,173,6,160,,
2017,Austria,Nathan Trent,Running On Air,16,93,,,7,147
2017,Azerbaijan,Dihaj,Skeletons,14,120,8,150,,
2017,Belarus,Naviband,Story of My Life,17,83,,,9,110
2017,Belgium,Blanche,City Lights,4,363,4,165,,
2017,Bulgaria,Kristian Kostov,Beautiful Mess,2,615,,,1,403
2017,Croatia,Jacques Houdek,My Friend,13,128,,,8,141
2017,Cyprus,Hovig,Gravity,21,68,5,164,,
2017,Czech Republic,Martina Barta,My Turn,,,13,83,,
2017,Denmark,Anja,Where I Am,20,77,,,10,101
2017,Estonia,Koit Toome & Laura,Verona,,,,,14,85
2017,Finland,Norma John,Blackbird,,,12,92,,
2017,France,Alma,Requiem,12,135,,,,
2017,Georgia,Tamara Gachechiladze,Keep The Faith,,,11,99,,
2017,Germany,Levina,Perfect Life,25,6,,,,
2017,Greece,Demy,This is Love,19,77,10,115,,
2017,Hungary,Joci Papai,Origo,8,200,,,2,231
2017,Iceland,Svala,Paper,,,15,60,,
2017,Ireland,Brendan Murray,Dying to Try,,,,,13,86
2017,Israel,IMRI,I Feel Alive,23,39,,,3,207
2017,Italy,Francesco Gabbani,Occidentali's Karma,6,334,,,,
2017,Latvia,Triana Park,Line,,,18,21,,
2017,Lithuania,Fusedmarc,Rain Of Revolution,,,,,17,42
2017,Malta,Claudia Faniello,Breathlessly,,,,,16,55
2017,Moldova,Sunstroke Project,Hey Mamma,3,374,2,291,,
2017,Montenegro,Slavko Kalezic,Space,,,16,56,,
2017,Netherlands,OG3NE,Lights and Shadows,11,150,,,4,200
2017,North Macedonia,Jana Burceska,Dance Alone,,,,,15,69
2017,Norway,JOWST,Grab The Moment,10,158,,,5,189
2017,Poland,Kasia Mos,Flashlight,22,64,9,119,,
2017,Portugal,Salvador Sobral,Amar Pelos Dois,1,758,1,370,,
2017,Romania,Ilinca ft. Alex Florea,Yodel It!,7,282,,,6,174
2017,San Marino,Valentina Monetta and Jimmie Wilson,Spirit of the Night,,,,,18,1
2017,Serbia,Tijana Bogicevic,In Too Deep,,,,,11,98
2017,Slovenia,Omar Naber,On My Way,,,17,36,,
2017,Spain,Manel Navarro,Do It For Your Lover,26,5,,,,
2017,Sweden,Robin Bengtsson,I Can't Go On,5,344,3,227,,
2017,Switzerland,Timebelle,Apollo,,,,,12,97
2017,Ukraine,O.Torvald,Time,24,36,,,,
2017,United Kingdom,Lucie Jones,Never Give Up On You,15,111,,,,
2018,Albania,Eugent Bushpepa,Mall,11,184,8,162,,
2018,Armenia,Sevak Khanagyan,Qami,,,15,79,,
2018,Australia,Jessica Mauboy,We Got Love,20,99,,,4,212
2018,Austria,Cesar Sampson,Nobody But You,3,342,4,231,,
2018,Azerbaijan,Aisel,X My Heart,,,11,94,,
2018,Belarus,ALEKSEEV,Forever,,,16,65,,
2018,Belgium,Sennek,A Matter Of Time,,,12,91,,
2018,Bulgaria,EQUINOX,Bones,14,166,7,177,,
2018,Croatia,Franka,Crazy,,,17,63,,
2018,Cyprus,Eleni Foureira,Fuego,2,436,2,262,,
2018,Czech Republic,Mikolas Josef,Lie To Me,6,281,3,232,,
2018,Denmark,Rasmussen,Higher Ground,9,226,,,5,204
2018,Estonia,Elina Nechayeva,La Forza,8,245,5,201,,
2018,Finland,Saara Aalto,Monsters,25,46,10,108,,
2018,France,Madame Monsieur,Mercy,13,173,,,,
2018,Georgia,Ethno-Jazz Band Iriao,For You,,,,,18,24
2018,Germany,Michael Schulte,You Let Me Walk Alone,4,340,,,,
2018,Greece,Yianna Terzi,Oniro Mou,,,14,81,,
2018,Hungary,AWS,Viszlat Nyar,21,93,,,10,111
2018,Iceland,Ari Olafsson,Our Choice,,,19,15,,
2018,Ireland,Ryan O'Shaughnessy,Together,16,136,6,179,,
2018,Israel,Netta,TOY,1,529,1,283,,
2018,Italy,Ermal Meta e Fabrizio Moro,Non Mi Avete Fatto Niente,5,308,,,,
2018,Latvia,Laura Rizzotto,Funny Girl,,,,,12,106
2018,Lithuania,Ieva Zasimauskaite,When We're Old,12,181,9,119,,
2018,Malta,Christabelle,Taboo,,,,,13,101
2018,Moldova,DoReDos,My Lucky Day,10,209,,,3,235
2018,Montenegro,Vanja Radovanovic,Inje,,,,,16,40
2018,Netherlands,Waylon,Outlaw In 'Em,18,121,,,7,174
2018,North Macedonia,Eye Cue,Lost And Found,,,18,24,,
2018,Norway,Alexander Rybak,That's How You Write A Song,15,144,,,1,266
2018,Poland,Gromee feat. Lukas Meijer,Light Me Up,,,,,14,81
2018,Portugal,Claudia Pascoal,O Jardim,26,39,,,,
2018,Romania,The Humans,Goodbye,,,,,11,107
2018,Russia,Julia Samoylova,I Won't Break,,,,,15,65
2018,San Marino,Jessika featuring Jenifer Brening,Who We Are,,,,,17,28
2018,Serbia,Sanja Ilic & Balkanika,Nova Deca,19,113,,,9,117
2018,Slovenia,Lea Sirk,"Hvala, ne!",22,64,,,8,132
2018,Spain,Amaia y Alfred,Tu Cancion,23,61,,,,
2018,Sweden,Benjamin Ingrosso,Dance You Off,7,274,,,2,254
2018,Switzerland,ZiBBZ,Stones,,,13,86,,
2018,Ukraine,MELOVIN,Under The Ladder,17,130,,,6,179
2018,United Kingdom,SuRie,Storm,24,48,,,,
2019,Albania,Jonida Maliqi,Ktheju tokes,17,90,,,9,96
2019,Armenia,Srbuk,Walking Out,,,,,16,49
2019,Australia,Kate Miller-Heidke,Zero Gravity,9,284,1,261,,
2019,Austria,PAENDA,Limits,,,,,17,21
2019,Azerbaijan,Chingiz,Truth,8,302,,,5,224
2019,Belarus,ZENA,Like It,24,31,10,122,,
2019,Belgium,Eliot,Wake Up,,,13,70,,
2019,Croatia,Roko,The Dream,,,,,14,64
2019,Cyprus,Tamta,Replay,13,109,9,149,,
2019,Czech Republic,Lake Malawi,Friend of a Friend,11,157,2,242,,
2019,Denmark,Leonora,Love Is Forever,12,120,,,10,94
2019,Estonia,Victor Crone,Storm,20,76,4,198,,
2019,Finland,Darude feat. Sebastian Rejman,Look Away,,,17,23,,
2019,France,Bilal Hassani,Roi,16,105,,,,
2019,Georgia,Oto Nemsadze,Keep on Going,,,14,62,,
2019,Germany,S!sters,Sister,25,24,,,,
2019,Greece,Katerine Duska,Better Love,21,74,5,185,,
2019,Hungary,Joci Papai,Az en apam,,,12,97,,
2019,Iceland,Hatari,Hatrid mun sigra,10,232,3,221,,
2019,Ireland,Sarah McTernan,22,,,,,18,16
2019,Israel,Kobi Marimi,Home,23,35,,,,
2019,Italy,Mahmood,Soldi,2,472,,,,
2019,Latvia,Carousel,That Night,,,,,15,50
2019,Lithuania,Jurij Veklenko,Run With The Lions,,,,,11,93
2019,Malta,Michela,Chameleon,14,107,,,8,157
2019,Moldova,Anna Odobescu,Stay,,,,,12,85
2019,Montenegro,D mol,Heaven,,,16,46,,
2019,Netherlands,Duncan Laurence,Arcade,1,498,,,1,280
2019,North Macedonia,Tamara Todevska,Proud,7,305,,,2,239
2019,Norway,KEiiNO,Spirit in the Sky,6,331,,,7,210
2019,Poland,Tulia,Fire of Love (Pali sie),,,11,120,,
2019,Portugal,Conan Osiris,Telemoveis,,,15,51,,
2019,Romania,Ester Peony,On a Sunday,,,,,13,71
2019,Russia,Sergey Lazarev,Scream,3,370,,,6,217
2019,San Marino,Serhat,Say Na Na Na,19,77,8,150,,
2019,Serbia,Nevena Bozovic,Kruna,18,89,7,156,,
2019,Slovenia,Zala Kralj & Gasper Santl,Sebi,15,105,6,167,,
2019,Spain,Miki,La Venda,22,54,,,,
2019,Sweden,John Lundvik,Too Late For Love,5,334,,,3,238
2019,Switzerland,Luca Hanni,She Got Me,4,364,,,4,232
2019,United Kingdom,Michael Rice,Bigger Than Us,26,11,,,,
2020,Albania,Jonida Maliqi,Ktheju tokes,17,90,,,9,96
2020,Armenia,Srbuk,Walking Out,,,,,16,49
2020,Australia,Kate Miller-Heidke,Zero Gravity,9,284,1,261,,
2020,Austria,PAENDA,Limits,,,,,17,21
2020,Azerbaijan,Chingiz,Truth,8,302,,,5,224
2020,Belarus,ZENA,Like It,24,31,10,122,,
2020,Belgium,Eliot,Wake Up,,,13,70,,
2020,Croatia,Roko,The Dream,,,,,14,64
2020,Cyprus,Tamta,Replay,13,109,9,149,,
2020,Czech Republic,Lake Malawi,Friend of a Friend,11,157,2,242,,
2020,Denmark,Leonora,Love Is Forever,12,120,,,10,94
2020,Estonia,Victor Crone,Storm,20,76,4,198,,
2020,Finland,Darude feat. Sebastian Rejman,Look Away,,,17,23,,
2020,France,Bilal Hassani,Roi,16,105,,,,
2020,Georgia,Oto Nemsadze,Keep on Going,,,14,62,,
2020,Germany,S!sters,Sister,25,24,,,,
2020,Greece,Katerine Duska,Better Love,21,74,5,185,,
2020,Hungary,Joci Papai,Az en apam,,,12,97,,
2020,Iceland,Hatari,Hatrid mun sigra,10,232,3,221,,
2020,Ireland,Sarah McTernan,22,,,,,18,16
2020,Israel,Kobi Marimi,Home,23,35,,,,
2020,Italy,Mahmood,Soldi,2,472,,,,
2020,Latvia,Carousel,That Night,,,,,15,50
2020,Lithuania,Jurij Veklenko,Run With The Lions,,,,,11,93
2020,Malta,Michela,Chameleon,14,107,,,8,157
2020,Moldova,Anna Odobescu,Stay,,,,,12,85
2020,Montenegro,D mol,Heaven,,,16,46,,
2020,Netherlands,Duncan Laurence,Arcade,1,498,,,1,280
2020,North Macedonia,Tamara Todevska,Proud,7,305,,,2,239
2020,Norway,KEiiNO,Spirit in the Sky,6,331,,,7,210
2020,Poland,Tulia,Fire of Love (Pali sie),,,11,120,,
2020,Portugal,Conan Osiris,Telemoveis,,,15,51,,
2020,Romania,Ester Peony,On a Sunday,,,,,13,71
2020,Russia,Sergey Lazarev,Scream,3,370,,,6,217
2020,San Marino,Serhat,Say Na Na Na,19,77,8,150,,
2020,Serbia,Nevena Bozovic,Kruna,18,89,7,156,,
2020,Slovenia,Zala Kralj & Gasper Santl,Sebi,15,105,6,167,,
2020,Spain,Miki,La Venda,22,54,,,,
2020,Sweden,John Lundvik,Too Late For Love,5,334,,,3,238
2020,Switzerland,Luca Hanni,She Got Me,4,364,,,4,232
2020,United Kingdom,Michael Rice,Bigger Than Us,26,11,,,,
2021,Albania,Anxhela Peristeri,Karma,21,57,,,10,112
2021,Australia,Montaigne,Technicolour,,,14,28,,
2021,Austria,Vincent Bueno,Amen,,,,,12,66
2021,Azerbaijan,Efendi,Mata Hari,20,65,8,138,,
2021,Belgium,Hooverphonic,The Wrong Place,19,74,9,117,,
2021,Bulgaria,VICTORIA,Growing Up Is Getting Old,11,170,,,3,250
2021,Croatia,Albina,Tick-Tock,,,11,110,,
2021,Cyprus,Elena Tsagrinou,El Diablo,16,94,6,170,,
2021,Czech Republic,Benny Cristo,omaga,,,,,15,23
2021,Denmark,Fyr Og Flamme,Ove Os Pa Hinanden,,,,,11,89
2021,Estonia,Uku Suviste,The Lucky One,,,,,13,58
2021,Finland,Blind Channel,Dark Side,6,301,,,5,234
2021,France,Barbara Pravi,Voila,2,499,,,,
2021,Georgia,Tornike Kipiani,You,,,,,16,16
2021,Germany,Jendrik,I Don't Feel Hate,25,3,,,,
2021,Greece,Stefania,Last Dance,10,170,,,6,184
2021,Iceland,Dadi og Gagnamagnid,10 Years,4,378,,,2,288
2021,Ireland,Lesley Roy,MAPS,,,16,20,,
2021,Israel,Eden Alene,Set Me Free,17,93,5,192,,
2021,Italy,Maneskin,Zitti E Buoni,1,524,,,,
2021,Latvia,Samanta Tina,The Moon Is Rising,,,,,17,14
2021,Lithuania,The Roop,Discoteque,8,220,4,203,,
2021,Malta,Destiny,Je Me Casse,7,255,1,325,,
2021,Moldova,Natalia Gordienko,SUGAR,13,115,,,7,179
2021,Netherlands,Jeangu Macrooy,Birth Of A New Age,23,11,,,,
2021,North Macedonia,Vasil,Here I Stand,,,15,23,,
2021,Norway,TIX,Fallen Angel,18,75,10,115,,
2021,Poland,RAFAL,The Ride,,,,,14,35
2021,Portugal,The Black Mamba,Love Is On My Side,12,153,,,4,239
2021,Romania,ROXEN,Amnesia,,,12,85,,
2021,Russia,Manizha,Russian Woman,9,204,3,225,,
2021,San Marino,Senhit,Adrenalina,22,50,,,9,118
2021,Serbia,Hurricane,Loco Loco,15,102,,,8,124
2021,Slovenia,Ana Soklic,Amen,,,13,44,,
2021,Spain,Blas Canto,Voy A Quedarme,24,6,,,,
2021,Sweden,Tusse,Voices,14,109,7,142,,
2021,Switzerland,Gjon's Tears,Tout l'Univers,3,432,,,1,291
2021,Ukraine,Go_A,Shum,5,364,2,267,,
2021,United Kingdom,James Newman,Embers,26,0,,,,
